charge_weight_kg,explosive_type,charge_shape,tnt_equivalent_weight_kg,standoff_distance_m,scaled_distance_Z,structure_type,quality_factor,peak_overpressure_kpa,impulse_kpa_ms,damage_category
868.464,C4,spherical,1189.796,2.753,0.2598,masonry_wall,1.088,11307.587,502.833,collapse
667.768,TNT,hemispherical,1335.536,62.345,5.6613,masonry_wall,0.933,52.811,32.877,moderate
7.286,C4,hemispherical,19.962,19.92,7.3431,masonry_wall,0.907,36.172,6.236,none
9.602,TNT,spherical,9.602,15.616,7.3472,steel_frame,1.067,32.751,4.902,none
3.191,ANFO,spherical,2.617,7.279,5.2823,rc_wall,0.859,63.815,4.077,none
13.389,C4,cylindrical,23.846,141.677,49.2217,rc_wall,0.959,8.027,1.645,none
67.668,TNT,cylindrical,87.968,37.356,8.3995,rc_wall,0.967,29.812,10.399,none
959.33,ANFO,cylindrical,1022.646,1.014,0.1006,rc_wall,0.974,15257.813,704.422,collapse
27.494,ANFO,spherical,22.545,1.059,0.375,steel_frame,1.07,6937.974,86.875,severe
20.639,TNT,spherical,20.639,3.968,1.4466,steel_frame,1.093,594.457,29.706,minor
32.672,ANFO,spherical,26.791,1.669,0.5577,steel_frame,0.933,3545.392,73.505,severe
17.976,C4,spherical,24.627,3.312,1.1383,masonry_wall,0.971,990.803,33.136,moderate
413.9,RDX,spherical,662.24,10.824,1.2418,masonry_wall,0.937,814.761,95.539,collapse
714.986,ANFO,cylindrical,762.175,3.343,0.366,masonry_wall,0.906,7261.339,367.183,collapse
9.312,ANFO,spherical,7.636,1.944,0.9874,rc_wall,1.031,1311.331,25.463,none
3.886,ANFO,spherical,3.187,3.091,2.1004,rc_wall,0.823,344.761,10.168,none
70.615,RDX,hemispherical,225.967,38.491,6.3195,glazing_window,1.059,41.17,17.684,severe
106.154,C4,cylindrical,189.06,1.562,0.2721,steel_frame,1.269,10812.59,302.079,collapse
18.829,ANFO,spherical,15.44,106.23,42.6609,masonry_wall,1.005,8.681,1.191,none
103.787,TNT,spherical,103.787,130.254,27.7169,masonry_wall,0.979,8.015,3.27,none
224.121,TNT,spherical,224.121,1.531,0.252,masonry_wall,0.905,11656.869,318.807,collapse
33.425,ANFO,spherical,27.408,92.529,30.6892,rc_wall,1.01,8.879,2.108,none
169.22,RDX,cylindrical,351.979,14.858,2.1043,steel_frame,0.952,303.497,46.841,moderate
13.887,C4,hemispherical,38.05,18.574,5.5224,steel_frame,0.889,54.803,9.562,none
186.188,C4,hemispherical,510.155,1.062,0.1329,rc_wall,0.928,17533.264,549.424,collapse
24.925,TNT,hemispherical,49.85,5.138,1.396,steel_frame,0.949,770.616,36.126,minor
123.421,TNT,hemispherical,246.842,5.53,0.8815,glazing_window,1.042,1570.39,99.545,collapse
566.457,TNT,hemispherical,1132.914,2.88,0.2762,glazing_window,0.956,11255.843,518.772,collapse
91.851,RDX,cylindrical,191.051,14.572,2.5301,steel_frame,0.965,214.737,37.123,minor
4.18,RDX,hemispherical,13.376,4.159,1.7519,masonry_wall,0.78,512.259,18.451,minor
2.53,ANFO,hemispherical,4.149,9.287,5.7797,masonry_wall,1.223,52.08,4.691,none
92.233,ANFO,cylindrical,98.321,3.748,0.8121,rc_wall,1.045,1844.988,64.661,moderate
5.04,ANFO,spherical,4.133,11.996,7.4749,glazing_window,1.144,35.211,3.679,none
7.675,TNT,hemispherical,15.35,1.371,0.5518,masonry_wall,1.007,3947.438,62.979,collapse
687.537,ANFO,hemispherical,1127.56,63.338,6.0854,steel_frame,1.203,43.957,28.7,none
108.173,C4,spherical,148.198,8.008,1.5133,rc_wall,1.045,674.417,47.988,minor
2.717,C4,hemispherical,7.445,54.59,27.9567,masonry_wall,0.885,9.369,1.416,none
2.529,ANFO,cylindrical,2.696,1.955,1.4044,rc_wall,1.067,661.416,14.721,none
26.102,C4,cylindrical,46.488,4.305,1.1974,rc_wall,1.037,971.371,44.796,minor
1212.891,C4,hemispherical,3323.32,22.049,1.4775,rc_wall,0.978,622.866,161.379,collapse
8.032,ANFO,cylindrical,8.562,47.51,23.2234,steel_frame,0.769,10.269,1.801,none
341.825,RDX,spherical,546.92,16.201,1.9811,masonry_wall,0.858,359.847,54.815,collapse
5.164,C4,cylindrical,9.197,9.028,4.3092,rc_wall,1.046,90.961,7.513,none
1.513,TNT,hemispherical,3.026,56.314,38.9335,glazing_window,1.078,7.712,0.863,none
2.626,RDX,cylindrical,5.463,47.892,27.1936,masonry_wall,0.831,8.032,1.402,none
168.321,TNT,cylindrical,218.818,2.874,0.477,masonry_wall,1.114,5148.972,186.049,collapse
814.193,C4,cylindrical,1450.077,4.27,0.3773,masonry_wall,0.937,6751.109,431.972,collapse
1.09,TNT,cylindrical,1.417,32.259,28.7228,glazing_window,0.915,7.193,0.867,none
0.668,TNT,spherical,0.668,2.131,2.438,glazing_window,0.82,239.617,5.221,moderate
101.637,RDX,cylindrical,211.404,4.932,0.8279,rc_wall,0.805,1984.026,101.861,collapse
402.861,RDX,cylindrical,837.95,39.054,4.1425,steel_frame,0.917,92.405,39.422,minor
162.907,ANFO,hemispherical,267.168,34.82,5.4062,masonry_wall,0.864,51.075,18.887,minor
8.755,TNT,hemispherical,17.51,3.838,1.4779,masonry_wall,1.053,647.503,24.085,minor
4.263,TNT,cylindrical,5.542,15.868,8.9664,rc_wall,1.04,29.536,3.37,none
1.1,ANFO,cylindrical,1.173,1.143,1.0833,glazing_window,1.069,1091.791,14.105,severe
1166.384,TNT,hemispherical,2332.767,1.693,0.1277,glazing_window,0.831,16422.224,1038.389,collapse
6.756,RDX,hemispherical,21.619,149.352,53.6125,rc_wall,1.019,7.726,1.398,none
61.89,C4,cylindrical,110.225,87.431,18.235,glazing_window,1.238,10.769,4.695,none
8.379,TNT,spherical,8.379,125.125,61.6055,rc_wall,0.956,7.108,1.161,none
3.477,C4,hemispherical,9.527,4.844,2.285,masonry_wall,0.92,250.416,14.688,minor
17.397,ANFO,hemispherical,28.531,45.234,14.8033,rc_wall,1.093,14.672,3.811,none
47.928,TNT,spherical,47.928,4.172,1.1486,rc_wall,0.939,1071.1,41.183,minor
7.753,RDX,hemispherical,24.81,1.086,0.3724,rc_wall,1.112,6412.479,98.383,severe
32.854,ANFO,hemispherical,53.881,23.957,6.3429,masonry_wall,1.059,46.527,9.43,none
4.673,ANFO,spherical,3.832,31.964,20.4265,glazing_window,0.997,11.309,1.52,none
705.46,RDX,hemispherical,2257.473,1.297,0.0988,rc_wall,0.993,15014.275,867.048,collapse
1.175,C4,hemispherical,3.22,2.176,1.4736,glazing_window,1.063,601.548,12.835,severe
5.678,TNT,spherical,5.678,44.64,25.022,rc_wall,1.065,8.979,1.542,none
10.83,ANFO,cylindrical,11.545,155.957,69.0035,steel_frame,0.967,7.518,1.238,none
103.199,RDX,cylindrical,214.655,32.478,5.4243,steel_frame,1.169,60.473,20.47,none
1.528,C4,hemispherical,4.187,7.243,4.4938,glazing_window,1.022,84.543,5.711,minor
1157.819,TNT,cylindrical,1505.165,4.607,0.402,rc_wall,0.7,7211.271,382.648,collapse
1117.218,C4,spherical,1530.589,3.251,0.2821,masonry_wall,0.912,9931.308,584.254,collapse
83.957,C4,spherical,115.021,43.181,8.8791,steel_frame,0.955,27.562,9.837,none
0.95,TNT,hemispherical,1.899,64.169,51.8151,glazing_window,1.008,6.863,0.675,none
81.271,C4,spherical,111.341,107.271,22.2979,masonry_wall,0.968,10.047,4.469,none
883.615,C4,spherical,1210.553,1.868,0.1753,steel_frame,1.189,15464.498,765.228,collapse
2.224,ANFO,cylindrical,2.371,31.363,23.5216,masonry_wall,1.144,10.537,1.189,none
661.5,TNT,cylindrical,859.95,130.235,13.6953,glazing_window,1.161,15.227,13.714,moderate
177.13,RDX,spherical,283.407,80.044,12.1859,masonry_wall,0.743,17.686,9.157,none
351.467,TNT,spherical,351.467,6.388,0.9052,glazing_window,1.067,1711.469,106.85,collapse
798.275,C4,hemispherical,2187.274,57.612,4.4383,rc_wall,0.876,84.2,46.996,minor
5.35,ANFO,cylindrical,5.703,4.644,2.5993,rc_wall,1.106,218.701,11.742,none
5.254,TNT,cylindrical,6.83,28.752,15.1542,rc_wall,1.071,13.103,2.716,none
1309.775,ANFO,hemispherical,2148.031,1.68,0.1302,rc_wall,1.16,16893.055,835.5,collapse
57.949,TNT,cylindrical,75.333,12.3,2.9122,rc_wall,1.254,183.445,21.386,none
7.288,ANFO,hemispherical,11.952,57.056,24.9547,masonry_wall,0.968,8.342,1.985,none
35.534,C4,hemispherical,97.362,12.399,2.6952,masonry_wall,1.043,206.809,24.439,minor
12.58,C4,spherical,17.235,1.982,0.7673,steel_frame,1.07,2268.158,46.223,moderate
14.569,C4,cylindrical,25.947,168.59,56.9469,steel_frame,0.97,8.498,1.675,none
292.004,C4,cylindrical,520.06,13.331,1.6577,steel_frame,1.268,495.432,65.054,moderate
0.836,C4,spherical,1.145,8.108,7.7507,steel_frame,1.3,34.215,2.387,none
129.381,TNT,spherical,129.381,14.142,2.7961,glazing_window,1.123,166.222,25.012,collapse
13.176,ANFO,spherical,10.804,39.263,17.7604,steel_frame,1.05,11.952,2.65,none
25.518,RDX,hemispherical,81.657,9.454,2.179,glazing_window,0.902,307.572,29.414,collapse
9.473,TNT,cylindrical,12.315,85.547,37.0444,rc_wall,1.016,7.229,1.336,none
27.394,ANFO,hemispherical,44.926,9.526,2.6796,masonry_wall,0.99,211.899,18.78,minor
75.746,C4,spherical,103.773,186.539,39.6955,masonry_wall,1.3,7.184,2.377,none
20.732,RDX,spherical,33.171,7.838,2.4394,glazing_window,0.897,230.148,21.612,collapse
1.224,ANFO,hemispherical,2.008,1.429,1.1326,masonry_wall,0.865,1208.622,16.744,minor
0.527,C4,spherical,0.722,6.425,7.1634,steel_frame,0.998,35.874,2.065,none
86.659,TNT,hemispherical,173.318,1.665,0.2986,steel_frame,1.13,8523.423,296.128,collapse
197.295,TNT,cylindrical,256.484,163.067,25.6654,masonry_wall,1.154,9.976,4.719,none
1.729,C4,spherical,2.368,81.606,61.224,glazing_window,1.013,7.375,0.636,none
0.619,ANFO,hemispherical,1.015,20.089,19.9897,glazing_window,0.888,10.216,1.1,none
1449.758,C4,spherical,1986.168,6.388,0.5082,glazing_window,1.029,4135.759,331.946,collapse
89.451,ANFO,spherical,73.35,33.191,7.9291,rc_wall,1.261,32.964,7.648,none
29.518,C4,cylindrical,52.571,62.909,16.7931,rc_wall,1.177,12.075,4.509,none
5.175,TNT,hemispherical,10.349,27.446,12.5945,glazing_window,1.107,17.342,3.788,none
480.446,C4,hemispherical,1316.423,6.422,0.586,rc_wall,1.177,3445.99,262.532,collapse
42.499,C4,spherical,58.223,1.358,0.3505,rc_wall,0.988,8060.581,155.952,collapse
15.19,ANFO,spherical,12.456,44.868,19.3558,masonry_wall,1.3,12.343,2.594,none
381.919,ANFO,hemispherical,626.347,1.959,0.2289,masonry_wall,0.929,15044.376,547.776,collapse
512.041,TNT,spherical,512.041,17.825,2.228,steel_frame,0.931,296.181,55.307,moderate
44.277,ANFO,cylindrical,47.199,7.702,2.1312,steel_frame,0.864,280.195,24.983,minor
53.12,ANFO,hemispherical,87.116,1.932,0.4359,rc_wall,1.094,4788.218,136.977,collapse
1.312,TNT,spherical,1.312,138.53,126.5356,masonry_wall,0.91,8.008,0.578,none
0.53,TNT,cylindrical,0.689,2.645,2.9945,steel_frame,0.932,165.969,4.093,none
1.753,RDX,spherical,2.804,14.949,10.6003,glazing_window,0.979,21.702,2.514,none
940.822,C4,hemispherical,2577.853,74.972,5.4678,masonry_wall,1.124,58.7,42.599,moderate
0.604,RDX,cylindrical,1.257,2.975,2.7572,glazing_window,0.923,196.256,5.587,minor
6.178,TNT,cylindrical,8.031,11.868,5.9265,glazing_window,1.238,48.209,6.418,minor
24.677,TNT,spherical,24.677,1.982,0.6808,glazing_window,1.227,3012.573,60.859,collapse
23.34,C4,spherical,31.975,137.158,43.2133,glazing_window,1.153,8.579,1.801,none
2.318,C4,spherical,3.176,1.651,1.1235,rc_wall,1.056,1003.961,17.682,none
9.456,ANFO,cylindrical,10.08,7.289,3.3743,rc_wall,1.17,156.422,10.009,none
14.898,TNT,spherical,14.898,80.372,32.6636,rc_wall,0.988,8.247,1.566,none
12.885,C4,spherical,17.653,112.825,43.3311,rc_wall,0.947,8.051,1.248,none
29.979,TNT,cylindrical,38.973,7.89,2.3271,glazing_window,0.915,251.204,20.018,collapse
36.351,TNT,cylindrical,47.257,18.876,5.2211,rc_wall,1.073,50.917,10.896,none
9.47,ANFO,hemispherical,15.531,29.23,11.7155,glazing_window,0.7,17.314,4.173,minor
132.395,TNT,spherical,132.395,31.789,6.2372,rc_wall,0.804,51.286,14.222,none
3.54,C4,spherical,4.85,1.835,1.0843,masonry_wall,0.76,1137.844,23.205,moderate
1036.358,RDX,spherical,1658.172,164.665,13.912,glazing_window,1.007,15.021,15.669,moderate
0.557,TNT,spherical,0.557,8.623,10.4802,steel_frame,1.04,19.167,1.448,none
0.737,C4,spherical,1.009,116.13,115.7808,masonry_wall,1.064,7.103,0.511,none
2.591,ANFO,hemispherical,4.25,14.957,9.2342,steel_frame,0.92,24.887,3.138,none
87.543,RDX,cylindrical,182.089,113.407,20.0084,glazing_window,1.103,11.201,5.758,minor
1651.255,RDX,hemispherical,5284.017,5.169,0.2968,masonry_wall,0.996,8001.197,705.891,collapse
1600.08,RDX,spherical,2560.128,31.816,2.3257,steel_frame,0.891,247.803,89.5,severe
114.318,RDX,spherical,182.909,2.799,0.4931,steel_frame,0.833,4480.592,161.105,collapse
117.199,RDX,hemispherical,375.037,32.285,4.4769,steel_frame,1.182,82.756,28.056,none
2.755,ANFO,spherical,2.259,148.221,112.9596,rc_wall,0.976,7.92,0.779,none
0.558,TNT,hemispherical,1.117,61.695,59.4692,glazing_window,1.106,8.205,0.611,none
274.069,TNT,spherical,274.069,1.242,0.1912,steel_frame,1.036,14126.994,463.665,collapse
66.786,TNT,hemispherical,133.572,122.882,24.0389,masonry_wall,0.912,9.412,4.342,none
21.076,RDX,spherical,33.722,11.219,3.4726,glazing_window,0.987,116.666,13.317,severe
1.306,RDX,spherical,2.09,1.668,1.3043,glazing_window,1.102,787.479,14.817,severe
481.189,TNT,hemispherical,962.379,63.393,6.4209,steel_frame,0.902,43.779,30.225,minor
224.771,C4,spherical,307.937,70.83,10.4888,rc_wall,0.919,20.286,10.729,none
1.07,ANFO,spherical,0.877,2.452,2.5619,glazing_window,0.8,227.075,5.147,moderate
14.198,RDX,spherical,22.716,4.936,1.7429,rc_wall,1.027,477.796,23.375,none
0.675,RDX,cylindrical,1.404,36.194,32.3215,rc_wall,0.942,7.504,0.729,none
649.342,ANFO,hemispherical,1064.921,3.957,0.3875,masonry_wall,1.11,6467.207,370.439,collapse
17.911,ANFO,cylindrical,19.093,3.723,1.393,steel_frame,0.874,702.212,30.771,minor
305.182,RDX,spherical,488.291,1.753,0.2226,glazing_window,1.042,13745.891,495.928,collapse
78.688,TNT,spherical,78.688,3.073,0.7172,glazing_window,0.803,2289.37,88.788,collapse
28.808,RDX,spherical,46.092,2.518,0.7022,rc_wall,1.242,2749.911,73.259,moderate
3.516,ANFO,spherical,2.883,49.66,34.8915,rc_wall,0.932,7.789,0.9,none
3.776,TNT,hemispherical,7.552,17.172,8.7527,masonry_wall,1.066,31.531,3.943,none
21.193,TNT,cylindrical,27.551,6.157,2.0384,glazing_window,1.104,387.389,19.242,severe
18.556,RDX,hemispherical,59.378,6.327,1.6217,rc_wall,0.748,501.805,31.457,minor
6.09,C4,spherical,8.343,5.643,2.7823,glazing_window,1.096,196.033,11.219,moderate
5.764,ANFO,cylindrical,6.144,152.041,83.0108,glazing_window,1.006,7.962,1.08,none
94.29,RDX,hemispherical,301.729,7.103,1.0591,masonry_wall,1.057,1216.269,93.475,collapse
63.36,TNT,spherical,63.36,12.851,3.2236,glazing_window,0.965,136.46,20.719,collapse
2.823,C4,spherical,3.867,49.788,31.7191,steel_frame,0.978,9.092,0.995,none
1.429,TNT,spherical,1.429,10.63,9.438,rc_wall,1.132,24.1,2.104,none
1316.085,C4,spherical,1803.036,6.384,0.5245,steel_frame,1.025,4199.736,300.455,collapse
8.894,RDX,spherical,14.231,2.2,0.9079,rc_wall,1.189,1729.274,38.476,none
462.124,RDX,hemispherical,1478.796,8.385,0.736,rc_wall,1.014,2403.078,210.798,collapse
175.982,RDX,hemispherical,563.143,80.909,9.7977,masonry_wall,0.915,26.346,14.829,none
122.847,RDX,cylindrical,255.521,2.035,0.3207,masonry_wall,1.108,7935.089,296.951,collapse
252.684,RDX,hemispherical,808.589,14.933,1.6029,glazing_window,0.853,477.296,79.444,collapse
15.755,C4,hemispherical,43.17,20.927,5.9654,steel_frame,0.954,48.947,9.6,none
1.154,ANFO,hemispherical,1.893,49.361,39.9057,glazing_window,0.805,7.071,0.731,none
0.929,ANFO,cylindrical,0.99,2.93,2.9403,glazing_window,1.125,189.651,5.012,minor
4.429,C4,spherical,6.068,118.665,65.0579,glazing_window,1.177,8.041,0.991,none
1.114,TNT,cylindrical,1.448,70.678,62.4693,steel_frame,0.847,7.47,0.642,none
343.077,RDX,spherical,548.923,1.379,0.1685,steel_frame,1.066,14808.354,576.336,collapse
1884.865,RDX,cylindrical,3920.518,91.601,5.8093,glazing_window,0.842,49.504,44.679,collapse
127.85,TNT,hemispherical,255.701,50.22,7.9123,masonry_wall,0.944,32.003,15.055,none
7.79,RDX,cylindrical,16.204,1.394,0.5507,glazing_window,1.042,3524.207,67.383,collapse
1767.731,C4,hemispherical,4843.583,94.038,5.5579,masonry_wall,0.864,54.172,47.615,moderate
100.434,ANFO,cylindrical,107.063,15.933,3.3555,masonry_wall,1.066,140.181,22.097,minor
0.709,RDX,hemispherical,2.269,32.577,24.7932,rc_wall,1.3,10.025,1.057,none
8.626,ANFO,hemispherical,14.147,26.971,11.1518,glazing_window,0.935,17.758,3.531,minor
114.336,TNT,cylindrical,148.636,1.062,0.2005,steel_frame,1.01,16981.79,374.022,collapse
28.313,RDX,cylindrical,58.892,25.917,6.6614,steel_frame,0.999,45.796,11.236,none
0.538,ANFO,spherical,0.441,42.616,55.9735,rc_wall,1.104,7.255,0.526,none
0.738,ANFO,cylindrical,0.786,25.945,28.1092,rc_wall,1.028,9.051,0.674,none
597.858,RDX,cylindrical,1243.545,147.809,13.745,glazing_window,0.998,14.1,14.394,moderate
4.342,C4,spherical,5.949,92.72,51.1714,glazing_window,0.844,7.386,0.987,none
3.369,TNT,cylindrical,4.379,67.36,41.1724,rc_wall,0.986,6.451,0.963,none
371.702,TNT,spherical,371.702,4.089,0.5687,glazing_window,1.128,3918.782,197.306,collapse
27.486,RDX,hemispherical,87.957,25.073,5.6378,glazing_window,0.783,58.034,12.207,severe
15.281,C4,spherical,20.935,63.03,22.8694,steel_frame,0.849,9.679,2.659,none
715.021,C4,hemispherical,1959.158,134.719,10.7665,glazing_window,1.114,19.755,18.837,severe
29.143,TNT,hemispherical,58.285,5.773,1.489,steel_frame,0.855,643.006,36.972,moderate
199.72,TNT,cylindrical,259.636,5.61,0.8793,glazing_window,1.021,1556.406,102.844,collapse
6.848,C4,cylindrical,12.195,1.021,0.4437,glazing_window,0.899,6103.399,76.652,collapse
1.888,TNT,hemispherical,3.776,6.286,4.0365,glazing_window,1.095,106.548,5.767,minor
1.102,ANFO,spherical,0.904,15.851,16.3952,glazing_window,0.914,14.087,1.172,none
1.869,ANFO,cylindrical,1.992,2.906,2.3098,rc_wall,0.901,271.547,8.491,none
1.769,ANFO,spherical,1.45,29.914,26.4278,glazing_window,0.732,8.985,0.744,none
142.733,C4,spherical,195.545,52.53,9.0503,steel_frame,0.787,23.092,11.548,none
0.583,ANFO,hemispherical,0.955,120.957,122.8118,masonry_wall,1.045,7.557,0.586,none
406.525,RDX,hemispherical,1300.881,14.958,1.3702,masonry_wall,0.909,736.13,107.651,collapse
71.474,ANFO,cylindrical,76.192,28.141,6.638,steel_frame,1.0,37.94,11.737,none
2.023,C4,cylindrical,3.603,21.228,13.8462,rc_wall,0.949,15.06,2.333,none
5.423,ANFO,cylindrical,5.781,98.222,54.7268,masonry_wall,1.108,7.836,0.863,none
37.195,RDX,hemispherical,119.026,4.279,0.8698,masonry_wall,1.069,1937.225,82.155,collapse
11.428,C4,hemispherical,31.313,5.946,1.8864,steel_frame,1.025,417.792,25.114,minor
716.43,ANFO,spherical,587.472,7.069,0.844,masonry_wall,1.139,1808.824,122.842,collapse
13.787,C4,cylindrical,24.554,185.497,63.8205,rc_wall,0.877,8.482,1.765,none
3.544,TNT,spherical,3.544,2.206,1.4468,rc_wall,1.084,638.278,15.394,none
98.936,C4,hemispherical,271.085,3.738,0.5775,masonry_wall,0.971,3656.702,171.063,collapse
6.916,TNT,hemispherical,13.832,59.61,24.833,glazing_window,0.9,8.719,1.944,none
0.674,TNT,hemispherical,1.348,5.12,4.6351,masonry_wall,1.113,71.459,4.191,none
128.96,ANFO,cylindrical,137.472,15.405,2.9849,steel_frame,0.997,177.408,26.871,minor
401.182,TNT,cylindrical,521.537,196.373,24.3961,rc_wall,1.093,9.617,6.532,none
8.539,RDX,hemispherical,27.324,32.781,10.8835,masonry_wall,0.983,23.484,4.664,none
17.299,RDX,cylindrical,35.982,85.71,25.9618,masonry_wall,0.944,8.54,2.632,none
1.279,ANFO,spherical,1.048,23.787,23.4146,rc_wall,0.746,10.169,0.987,none
276.446,RDX,cylindrical,575.008,3.013,0.3623,masonry_wall,0.945,6019.475,313.219,collapse
10.043,TNT,spherical,10.043,2.673,1.2391,rc_wall,1.039,967.0,24.763,none
636.086,TNT,cylindrical,826.911,10.995,1.1715,glazing_window,0.916,963.357,123.68,collapse
1.537,RDX,spherical,2.459,124.209,92.0187,masonry_wall,1.079,7.763,0.75,none
38.864,C4,spherical,53.243,4.334,1.1519,steel_frame,0.944,1208.715,49.969,moderate
2.524,RDX,cylindrical,5.25,12.62,7.261,masonry_wall,1.004,39.494,3.409,none
871.858,ANFO,spherical,714.924,39.922,4.4647,rc_wall,0.991,81.386,34.67,none
2.06,ANFO,hemispherical,3.378,54.438,36.28,masonry_wall,1.22,7.84,0.869,none
7.949,C4,hemispherical,21.781,38.684,13.8517,rc_wall,0.933,15.86,3.567,none
20.793,C4,cylindrical,37.033,11.203,3.3611,masonry_wall,0.867,139.289,13.018,none
1.169,RDX,hemispherical,3.742,199.697,128.6275,steel_frame,1.136,7.116,0.811,none
263.161,TNT,hemispherical,526.322,14.678,1.8179,masonry_wall,1.238,424.075,65.827,severe
13.564,TNT,cylindrical,17.633,5.583,2.145,masonry_wall,0.909,344.125,18.846,minor
26.208,C4,hemispherical,71.81,56.861,13.68,masonry_wall,1.112,16.842,6.324,none
823.199,RDX,hemispherical,2634.236,58.839,4.2603,rc_wall,0.953,81.378,54.799,minor
406.881,C4,cylindrical,724.655,1.129,0.1257,steel_frame,1.145,15039.173,640.057,collapse
877.36,ANFO,cylindrical,935.266,82.722,8.4588,masonry_wall,0.796,28.769,19.914,minor
1.838,C4,hemispherical,5.037,137.91,80.4546,glazing_window,1.002,7.03,0.922,none
1415.17,RDX,cylindrical,2943.553,9.362,0.6533,glazing_window,0.917,2721.362,309.582,collapse
0.611,TNT,cylindrical,0.794,9.822,10.607,glazing_window,0.905,21.099,1.693,none
1583.012,ANFO,hemispherical,2596.14,123.384,8.9774,glazing_window,0.937,28.897,24.531,collapse
11.425,RDX,spherical,18.28,1.365,0.5183,steel_frame,0.982,3824.161,70.153,severe
51.078,ANFO,hemispherical,83.767,6.838,1.5627,rc_wall,1.048,560.264,34.422,none
23.939,TNT,cylindrical,31.121,21.306,6.7734,rc_wall,1.064,37.854,7.976,none
499.275,C4,cylindrical,889.209,101.676,10.5734,steel_frame,1.012,21.212,17.741,none
342.768,ANFO,cylindrical,365.391,157.853,22.0801,steel_frame,0.979,9.958,6.608,none
10.499,ANFO,cylindrical,11.192,77.299,34.5569,glazing_window,1.049,7.8,1.355,none
10.791,TNT,cylindrical,14.028,15.859,6.5758,rc_wall,0.795,42.945,6.096,none
153.524,ANFO,hemispherical,251.779,3.542,0.561,rc_wall,1.16,3437.72,149.594,collapse
554.295,C4,spherical,759.383,5.199,0.5698,rc_wall,1.128,3929.484,198.106,collapse
430.746,TNT,cylindrical,559.969,4.324,0.5246,rc_wall,0.941,4310.277,227.89,collapse
513.856,ANFO,hemispherical,842.724,154.163,16.3212,steel_frame,1.026,14.252,10.798,none
